
Begun - 14:39:19 17 4 2020
0.00,070068308
0.00,070133032
0.00,070139028
0.00,070143027
0.00,070147028
0.00,070151028
0.00,070155029
0.00,070159028
0.00,070163028
0.00,070167028
0.00,070171028
0.00,070175027
0.00,070179028
0.00,070183028
0.00,070187028
0.00,070191028
0.00,070195028
0.00,070348028
0.00,070595028
0.00,070826028
0.00,071028027
0.00,071033027
0.00,071037027
0.00,071041028
0.00,071045028
0.00,071049028
0.00,071053027
0.00,071057027
0.00,071061028
0.00,071065028
0.00,071069028
0.00,071132031
0.00,071138030
0.00,071142028
0.00,071146027
0.00,071150028
0.00,071154029
0.00,071158028
0.00,071162028
0.00,071166029
0.00,071170028
0.00,071174027
0.00,071178028
0.00,071182027
0.00,071186027
0.00,071190027
0.00,071194027
0.00,071198027
0.00,071202027
0.00,071206028
0.00,071210027
0.00,071219028
0.00,071223028
0.00,071227028
0.00,071231027
0.00,071235027
0.00,071239029
0.00,071243027
0.00,071247027
0.00,071251028
0.00,071255028
0.00,071259027
0.00,071263028
0.00,071268028
0.00,071272028
0.00,071276028
0.00,071280027
0.00,071284028
0.00,071288028
0.00,071292028
0.00,071296028
0.00,071300028
0.00,071304028
0.00,071308027
0.00,071312028
0.00,071316028
0.00,071320028
0.00,071324028
0.00,071328028
0.00,071332027
0.00,071336029
0.00,071342028
0.00,071346028
0.00,071350028
0.00,071354028
0.00,071358028
0.00,071362027
0.00,071366027
0.00,071370028
0.00,071374027
0.00,071378029
0.00,071382028
0.00,071386027
0.00,071390027
0.00,071394028
0.00,071399029
0.00,071403028
0.00,071407028
0.00,071411028
0.00,071415028
0.00,071419027
0.00,071423028
0.00,071427027
0.00,071431028
0.00,071435027
0.00,071439028
0.00,071443029
0.00,071447027
0.00,071451026
0.00,071455028
0.00,071459028
0.00,071463028
0.00,071469028
0.00,071473027
0.00,071477028
0.00,071481028
0.00,071485028
0.00,071489027
0.00,071493028
0.00,071497028
0.00,071501027
0.00,071505028
0.00,071509028
0.00,071513028
0.00,071517028
0.00,071521028
0.00,071525028
0.00,071530027
0.00,071534028
0.00,071538027
0.00,071542027
0.00,071546027
0.00,071550028
0.00,071554028
0.00,071558027
0.00,071562028
0.00,071566027
0.00,071570028
0.00,071574028
0.00,071578027
0.00,071582028
0.00,071586027
0.00,071592027
0.00,071596027
0.00,071600028
0.00,071604028
0.00,071608027
0.00,071612027
0.00,071616028
0.00,071620029
0.00,071624027
0.00,071628028
0.00,071632028
0.00,071636027
0.00,071640028
0.00,071644028
0.00,071648028
0.00,071652028
0.00,071656028
0.00,071661027
0.00,071665028
0.00,071669027
0.00,071673028
0.00,071677028
0.00,071681027
0.00,071685028
0.00,071689028
0.00,071693029
0.00,071697027
0.00,071701028
0.00,071705027
0.00,071709027
0.00,071713028
0.00,071719028
0.00,071723028
0.00,071727028
0.00,071731027
0.00,071735027
0.00,071739029
0.00,071743028
0.00,071747028
0.00,071751028
0.00,071755028
0.00,071759027
0.00,071763028
0.00,071767028
0.00,071771028
0.00,071775028
0.00,071779028
0.00,071783028
0.00,071787028
0.00,071792028
0.00,071796028
0.00,071800027
0.00,071804027
0.00,071808028
0.00,071812028
0.00,071816027
0.00,071820029
0.00,071824028
0.00,071828028
0.00,071832028
0.00,071836028
0.00,071842027
0.00,071846028
0.00,071850028
0.00,071854028
0.00,071858028
0.00,071862028
0.00,071866027
0.00,071870027
0.00,071874029
0.00,071878028
0.00,071882027
0.00,071886028
0.00,071890027
0.00,071894028
0.00,071898028
0.00,071902028
0.00,071906027
0.00,071910027
0.00,071914027
0.00,071918028
0.00,071923028
0.00,071927027
0.00,071931027
0.00,071935028
0.00,071939027
0.00,071943028
0.00,071947027
0.00,071951028
0.00,071955028
0.00,071959027
0.00,071963028
0.00,071969028
0.00,071973028
0.00,071977027
0.00,071981029
0.00,071985028
0.00,071989027
0.00,071993027
0.00,071997028
0.00,072001027
0.00,072005028
0.00,072009028
0.00,072013028
0.00,072017028
0.00,072021029
0.00,072025029
0.00,072029028
0.00,072033027
0.00,072037028
0.00,072041028
0.00,072045028
0.00,072049027
0.00,072054027
0.00,072058029
0.00,072062028
0.00,072066027
0.00,072070027
0.00,072133030
0.00,072139028
0.00,072143028
0.00,072147028
0.00,072151027
0.00,072160029
0.00,072164027
0.00,072168027
0.00,072172027
0.00,072176028
0.00,072180028
0.00,072184028
0.00,072188028
0.00,072192028
0.00,072196028
0.00,072200027
0.00,072204028
0.00,072208028
0.00,072212028
0.00,072216027
0.00,072220028
0.00,072224028
0.00,072228028
0.00,072232027
0.00,072236027
0.00,072240028
0.00,072244027
0.00,072249027
0.00,072253028
0.00,072257027
0.00,072261028
0.00,072265028
0.00,072269028
0.00,072273028
0.00,072277027
0.00,072283028
0.00,072287028
0.00,072291027
0.00,072295027
0.00,072299028
0.00,072303027
0.00,072307028
0.00,072311027
0.00,072315028
0.00,072319028
0.00,072323028
0.00,072327027
0.00,072331028
0.00,072335028
0.00,072339028
0.00,072343028
0.00,072347028
0.00,072351028
0.00,072355027
0.00,072359028
0.00,072363028
0.00,072367027
0.00,072371028
0.00,072375028
0.00,072380028
0.00,072384028
0.00,072388029
0.00,072392027
0.00,072396028
0.00,072400029
0.00,072404028
0.00,072410028
0.00,072414027
0.00,072418028
0.00,072422027
0.00,072426027
0.00,072430028
0.00,072434028
0.00,072438027
0.00,072442028
0.00,072446027
0.00,072450027
0.00,072454027
0.00,072458027
0.00,072462027
0.00,072466029
0.00,072470027
0.00,072474027
0.00,072478027
0.00,072482028
0.00,072486027
0.00,072490029
0.00,072494027
0.00,072498027
0.00,072502028
0.00,072506028
0.00,072511028
0.00,072515028
0.00,072519028
0.00,072523029
0.00,072527028
0.00,072533028
0.00,072537028
0.00,072541028
0.00,072545027
0.00,072549028
0.00,072553028
0.00,072557027
0.00,072561028
0.00,072565027
0.00,072569028
0.00,072573028
0.00,072577028
0.00,072581028
0.00,072585028
0.00,072589029
0.00,072593028
0.00,072597028
0.00,072601027
0.00,072605028
0.00,072609028
0.00,072613029
